ID,Size (KB),Title,Authors,Author Birth Years,Languages,LCC Subjects
pg25363,141,"Half Hours in Bible Lands, Volume 2
Patriarchs, Kings, and Kingdoms","Headley, P. C. (Phineas Camp)",1819,en,BS
pg2536,102,Amphitryon,Molière,1622,en,PQ
pg25371,734,"Northern Travel: Summer and Winter Pictures of Sweden, Denmark and Lapland","Taylor, Bayard",1825,en,DL
pg25373,141,Woodward's Graperies and Horticultural Buildings,"Woodward, George E. (George Evertson)",1829,en,SB
pg25383,242,"Boy Life
Stories and Readings Selected From The Works of William Dean Howells","Howells, William Dean",1837,en,PZ HQ
pg25384,261,"Ben's Nugget; Or, A Boy's Search For Fortune","Alger, Horatio, Jr.",1832,en,PZ
pg25388,447,The Herapath Property,"Fletcher, J. S. (Joseph Smith)",1863,en,PR
pg25389,121,Right Use of Lime in Soil Improvement,"Agee, Alva",1858,en,S
pg2538,51,Poems and Tales from Romania,"Hart, Michael",1947,en,PG
pg25390,330,Tabitha at Ivy Hall,"MacArthur, Ruth Brown",1881,en,PZ
pg25395,346,The Ministry of the Spirit,"Gordon, A. J. (Adoniram Judson)",1836,en,BT
pg25396,142,Dotty Dimple At Home,"May, Sophie",1833,en,PZ
pg2539,634,"The Malay Archipelago, Volume 2
The Land of the Orang-utan and the Bird of Paradise; A Narrative of Travel, with Studies of Man and Nature","Wallace, Alfred Russel",1823,en,DS
pg25400,263,Colleges in America,"Barker, John Marshall",1849,en,LA
pg25404,36,The Lost Child,"Kingsley, Henry",1830,en,PR
pg2540,461,Father and Son: A Study of Two Temperaments,"Gosse, Edmund",1849,en,PR
pg25412,180,Addresses on the Revised Version of Holy Scripture,"Ellicott, C. J. (Charles John)",1819,en,BS
pg25413,577,Blue Ridge Country,"Thomas, Jean",1881,en,F206
pg25416,66,"The Abenaki Indians
Their Treaties of 1713 & 1717, and a Vocabulary","Kidder, Frederic",1804,en,E011
pg25418,39,The Baby's Opera,"Crane, Walter",1845,en,PZ M
pg25419,368,Polly and Eleanor,"Roy, Lillian Elizabeth",1868,en,PZ
pg2541,705,Character,"Smiles, Samuel",1812,en,BJ
pg25424,436,In the Mayor's Parlour,"Fletcher, J. S. (Joseph Smith)",1863,en,PR
pg25426,98,"Broad Grins
Comprising, With New Additional Tales in Verse, Those
Formerly Publish'd Under the Title ""My Night-Gown and
Slippers.""","Colman, George",1762,en,PR
pg25427,48,Careless Kate: A Story for Little Folks,"Optic, Oliver",1822,en,PZ
pg25429,870,The Peril Finders,"Fenn, George Manville",1831,en,PZ
pg2542,161,A Doll's House : a play,"Ibsen, Henrik",1828,en,PT
pg25430,257,The Innocents: A Story for Lovers,"Lewis, Sinclair",1885,en,PS
pg25432,43,The Baby's Bouquet: A Fresh Bunch of Rhymes and Tunes,"Crane, Walter",1845,en,PZ M
pg25433,39,The Baby's Own Aesop,"Crane, Walter",1845,en,PZ
pg25438,196,The Airlords of Han,"Nowlan, Philip Francis",1888,en,PS
pg25439,484,Looking Backward: 2000-1887,"Bellamy, Edward",1850,en,PS
pg2543,117,Polyeucte,"Corneille, Pierre",1606,en,PR
pg25441,587,The Reckoning,"Chambers, Robert W. (Robert William)",1865,en,PS
pg25444,48,Dolly and I: A Story for Little Folks,"Optic, Oliver",1822,en,PZ
pg25446,251,Fernley House,"Richards, Laura Elizabeth Howe",1850,en,PZ
pg25448,309,Peggy,"Richards, Laura Elizabeth Howe",1850,en,PZ
pg25449,526,The Young Castellan: A Tale of the English Civil War,"Fenn, George Manville",1831,en,PR
pg25451,83,The Sleeping Beauty,"Evans, C. S. (Charles Seddon)",1883,en,PZ
pg25454,53,"Introduction of the Locomotive Safety Truck
Contributions from the Museum of History and Technology: Paper 24","White, John H.",1933,en,TJ
pg25455,31,The Song of the Flag: A National Ode,"Mackay, Eric",1851,en,PR
pg25459,97,"The Cities of Refuge: or, The Name of Jesus
A Sunday book for the young","Macduff, John R. (John Ross)",1818,en,BV
pg25462,165,Little Folks' Handy Book,"Beard, Adelia B. (Adelia Belle)",1857,en,GV
pg25463,937,The Day of Judgment,"Hocking, Joseph",1860,en,PR
pg25464,66,"The King of Root Valley
and his curious daughter","Reinick, Robert",1805,en,PZ
pg25465,386,"Skippy Bedelle
His Sentimental Progress From the Urchin to the Complete Man of the World","Johnson, Owen",1878,en,PS
pg25466,352,"Little Bobtail; or, The Wreck of the Penobscot.","Optic, Oliver",1822,en,PZ
pg25467,75,A Big Temptation,"Meade, L. T.",1854,en,PZ
pg25468,339,"Faustus
his Life, Death, and Doom","Klinger, Friedrich Maximilian",1752,en,PT
pg25470,219,Mud and Khaki: Sketches from Flanders and France,"Bartlett, Vernon",1894,en,D501
pg25472,419,Blackbeard: Buccaneer,"Paine, Ralph Delahaye",1871,en,PZ PS
pg25473,282,"Frontier Boys on the Coast; Or, In the Pirate's Power","Roosevelt, Wyn",1870,en,PZ
pg25474,539,The Job: An American Novel,"Lewis, Sinclair",1885,en,PS
pg25477,268,"The Curlytops on Star Island; Or, Camping out with Grandpa","Garis, Howard Roger",1873,en,PZ
pg25481,163,Little Grandfather,"May, Sophie",1833,en,PZ
pg25483,61,In the Time That Was,"Thorne, James Frederic",1871,en,GR
pg25484,152,Captain Horace,"May, Sophie",1833,en,PZ
pg25485,508,"Dikes and Ditches; Or, Young America in Holland and Belgium","Optic, Oliver",1822,en,PZ
pg25493,105,A Cathedral Courtship,"Wiggin, Kate Douglas Smith",1856,en,PS
pg25494,339,The Young Alaskans,"Hough, Emerson",1857,en,PZ
pg25496,386,"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune","Nesbit, E. (Edith)",1858,en,PZ
pg25499,530,The Great White Queen: A Tale of Treasure and Treason,"Le Queux, William",1864,en,PR
pg25500,561,"A London Life, and Other Tales","James, Henry",1843,en,PS
pg25505,245,The Merryweathers,"Richards, Laura Elizabeth Howe",1850,en,PZ
pg25506,394,The Adventures of Bobby Orde,"White, Stewart Edward",1873,en,PZ
pg25507,158,Little Grandmother,"May, Sophie",1833,en,PZ
pg25510,556,Betty Vivian: A Story of Haddo Court School,"Meade, L. T.",1854,en,PZ
pg25513,335,Edmund Dulac's Fairy-Book: Fairy Tales of the Allied Nations,"Dulac, Edmund",1882,en,PZ
pg25516,269,The Crown of Success,A. L. O. E.,1821,en,PZ
pg25519,80,Little Wizard Stories of Oz,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
pg2551,318,Droll Stories — Volume 3,"Balzac, Honoré de",1799,en,PQ
pg25520,617,"The Stock-Feeder's Manual
the chemistry of food in relation to the breeding and feeding of live stock","Cameron, Charles Alexander, Sir",1830,en,SF
pg25522,146,"Freedom In Service
Six Essays on Matters Concerning Britain's Safety and Good Government","Hearnshaw, F. J. C. (Fossey John Cobb)",1869,en,UA
pg25523,240,Old Junk,"Tomlinson, H. M. (Henry Major)",1873,en,PR
pg25524,230,The Young Berringtons: The Boy Explorers,"Kingston, William Henry Giles",1814,en,PZ
pg25525,25,"The Works of Edgar Allan Poe, The Raven Edition
Table Of Contents And Index Of The Five Volumes","Poe, Edgar Allan",1809,en,PS
pg25528,330,"Q.6.a and Other places: Recollections of 1916, 1917 and 1918","Buckley, Francis",1881,en,D501
pg25529,107,The Adventures of Danny Meadow Mouse,"Burgess, Thornton W. (Thornton Waldo)",1874,en,PZ
pg25531,168,Representative Plays by American Dramatists: 1856-1911: The Moth and the Flame,"Fitch, Clyde",1865,en,PS
pg25533,322,"History of the English People, Index","Green, John Richard",1837,en,DA
pg25535,230,Montaigne and Shakspere,"Robertson, J. M. (John Mackinnon)",1856,en,PR
pg25536,317,"History of the English People, Volume VIII
Modern England, 1760-1815","Green, John Richard",1837,en,DA
pg25538,322,"Four American Indians: King Philip, Pontiac, Tecumseh, Osceola","Whitney, Edson Leone",1861,en,E011
pg2553,638,Jeanne D'Arc: Her Life And Death,"Oliphant, Mrs. (Margaret)",1828,en,DC
pg25540,174,Anecdotes for Boys,"Newcomb, Harvey",1803,en,PZ BJ
pg25542,694,Black Oxen,"Atherton, Gertrude Franklin Horn",1857,en,PS
pg25544,77,"The Pioneer Steamship Savannah: A Study for a Scale Model
United States National Museum Bulletin 228, 1961, pages 61-80","Chapelle, Howard Irving",1901,en,VM
pg25546,98,Songs of a Sourdough,"Service, Robert W. (Robert William)",1874,en,PR
pg25547,512,The Sundering Flood,"Morris, William",1834,en,PR
pg25548,194,Rollo's Museum,"Abbott, Jacob",1803,en,PZ QH
pg25549,304,A Chosen Few: Short Stories,"Stockton, Frank Richard",1834,en,PS
pg25550,339,The Defiant Agents,"Norton, Andre",1912,en,PS
pg25555,366,Fairy Tales of the Slav Peasants and Herdsmen,"Chodzko, Alexander",1804,en,PZ
pg25556,182,Heroes of the Middle West: The French,"Catherwood, Mary Hartwell",1847,en,F350.5
pg25562,285,William Adolphus Turnpike,"Banks, William",1850,en,PS
pg25563,146,Horace,"Tuckwell, William",1829,en,PA DE
pg25565,228,Representative Plays by American Dramatists: 1856-1911: The New York Idea,"Mitchell, Langdon Elwyn",1862,en,PS
pg25568,419,"Domesticated Animals
Their Relation to Man and to his Advancement in Civilization","Shaler, Nathaniel Southgate",1841,en,SF
pg25577,369,"All Adrift; Or, The Goldwing Club","Optic, Oliver",1822,en,PZ
pg25578,446,The Sunbridge Girls at Six Star Ranch,"Porter, Eleanor H. (Eleanor Hodgman)",1868,en,PZ
pg25579,1163,Ralph the Heir,"Trollope, Anthony",1815,en,PR
pg25581,289,Rinkitink in Oz,"Baum, L. Frank (Lyman Frank)",1856,en,PZ
pg25582,335,Daughters of the Puritans: A Group of Brief Biographies,"Beach, Seth Curtis",1837,en,CT
pg25584,21,"The Purcell Papers
Index and Contents of the Three Volumes","Le Fanu, Joseph Sheridan",1814,en,PR
pg25586,546,"A Collection of Stories, Reviews and Essays","Cather, Willa",1873,en,PS
pg25588,96,"Outline of the development of the internal commerce of the United States
1789-1900","Van Metre, Thurman William",1884,en,HF
pg2558,307,Poems,"Morris, George Pope",1802,en,PS
pg25590,26,"The Silly Jelly-Fish
Told in English","Chamberlain, Basil Hall",1850,en,PZ
pg25595,334,A Queen's Error,"Curties, Henry",1860,en,PR
pg25596,481,The Keepers of the Trail: A Story of the Great Woods,"Altsheler, Joseph A. (Joseph Alexander)",1862,en,PZ
pg25598,133,Citizenship: A Manual for Voters,"Cromwell, Emma Guy",1865,en,JK
pg25599,93,Heart Utterances at Various Periods of a Chequered Life,"Gurney, Eliza Paul",1801,en,PS
pg25600,269,Bird Stories,"Patch, Edith M. (Edith Marion)",1876,en,PZ QL
pg25603,288,"Detailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-1865","McCarthy, Carlton",1847,en,E456
pg25607,639,Witness to the Deed,"Fenn, George Manville",1831,en,PR
pg25608,74,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
pg25609,80,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
pg25610,76,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
pg25611,75,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
pg25617,63,A Child's Garden of Verses,"Stevenson, Robert Louis",1850,en,PZ PR
pg25619,573,"Mystic London; or, Phases of occult life in the metropolis","Davies, Charles Maurice",1828,en,PR DA
pg25620,498,"Asiatic Breezes; Or, Students on The Wing","Optic, Oliver",1822,en,PZ PS
pg25622,896,"Beatrice d'Este, Duchess of Milan, 1475-1497","Cartwright, Julia",1851,en,DG CT
pg25624,343,Faces and Places,"Lucy, Henry W. (Henry William), Sir",1845,en,PR
pg25625,503,"Historic Tales: The Romance of Reality. Vol. 08 (of 15), Russian","Morris, Charles",1833,en,DJK DS
pg25626,273,"The Girl Scouts at Bellaire; Or, Maid Mary's Awakening","Garis, Lilian",1873,en,PZ
pg25627,47,The Hunted Heroes,"Silverberg, Robert",1935,en,PS
pg25628,36,The Nothing Equation,"Godwin, Tom",1915,en,PS
pg25629,36,Postmark Ganymede,"Silverberg, Robert",1935,en,PS
pg2562,113,The Clouds,Aristophanes,-450,en,PA
pg25630,353,Dorothy's Travels,"Raymond, Evelyn",1843,en,PZ
pg25632,505,"A History of Art for Beginners and Students: Painting, Sculpture, Architecture","Waters, Clara Erskine Clement",1834,en,N
pg25637,213,The Dark House: A Knot Unravelled,"Fenn, George Manville",1831,en,PR
pg25638,321,"The Hidden Power, and Other Papers upon Mental Science","Troward, T. (Thomas)",1847,en,BF
pg25642,548,"Historic Tales: The Romance of Reality. Vol. 10 (of 15), Greek","Morris, Charles",1833,en,DE
pg25643,23,'He Giveth His Beloved Sleep',"Browning, Elizabeth Barrett",1806,en,PR
pg25644,49,The Man Who Hated Mars,"Garrett, Randall",1927,en,PS
pg25647,153,Holiday Tales,"Wilford, Florence",1836,en,PZ
pg25648,263,The Peterkin Papers,"Hale, Lucretia P. (Lucretia Peabody)",1820,en,PZ PS
pg25653,87,"Conflict of Northern and Southern Theories of Man and Society
Great Speech, Delivered in New York City","Beecher, Henry Ward",1813,en,E300
pg25654,128,"Stories of King Arthur's Knights, Told to the Children by Mary MacGregor","MacGregor, Mary Esther Miller",1876,en,PZ
pg25658,362,Daisy Ashford: Her Book,"Ashford, Daisy",1881,en,PR
pg2565,263,"The Story of the Glittering Plain
Which Has Been Also Called the Land of Living Men or the Acre of the Undying","Morris, William",1834,en,PR
pg25660,909,"Games for the Playground, Home, School and Gymnasium","Bancroft, Jessie Hubbell",1867,en,GV
pg25661,370,Duffels,"Eggleston, Edward",1837,en,PS
pg25662,42,A report on the feasibility and advisability of some policy to inaugurate a system of rifle practice throughout the public schools of the country,"Wingate, George Wood",1840,en,GV
pg25665,1445,Popular Adventure Tales,"Reid, Mayne",1818,en,PZ
pg25666,513,The Boy Tar,"Reid, Mayne",1818,en,PZ
pg2566,71,How to Fail in Literature: A Lecture,"Lang, Andrew",1844,en,PN
pg25670,468,"Sea-Dogs All!
A Tale of Forest and Sea","Bevan, Tom",1868,en,PZ
pg25672,404,"In The Boyhood of Lincoln
A Tale of the Tunker Schoolmaster and the Times of Black Hawk","Butterworth, Hezekiah",1839,en,PZ
pg25673,491,"Historic Tales: The Romance of Reality. Vol. 11 (of 15), Roman","Morris, Charles",1833,en,DG
pg25677,711,The History of Minnesota and Tales of the Frontier,"Flandrau, Charles E. (Charles Eugene)",1828,en,F590.3
pg25678,774,"On the Old Road  Vol. 1  (of 2)
A Collection of Miscellaneous Essays and Articles on Art and Literature","Ruskin, John",1819,en,PR
pg2567,69,"A Plea for Captain John Brown
Read to the citizens of Concord, Massachusetts on Sunday evening, October thirtieth, eighteen fifty-nine","Thoreau, Henry David",1817,en,E300
pg25682,238,"Bell's Cathedrals: The Cathedral Church of Gloucester [2nd ed.]
A Description of Its Fabric and A Brief History of the Espicopal See","Massé, H. J. L. J. (Henri Jean Louis Joseph)",1860,en,NA
pg25688,339,"The Transformation of Job
A Tale of the High Sierras","Fisher, Frederick Vining",1866,en,PS
pg25689,610,The Secret Witness,"Gibbs, George",1870,en,PS
pg25691,424,"Joyce Morrell's Harvest
The Annals of Selwick Hall","Holt, Emily Sarah",1836,en,PR
pg25693,368,"A New Voyage Round the World in the Years 1823, 24, 25, and 26. Vol. 1","Kotzebue, Otto von",1787,en,G
pg25699,327,"The Battle of New Orleans
including the Previous Engagements between the Americans
and the British, the Indians and the Spanish which led to
the Final Conflict on the 8th of January, 1815","Smith, Z. F. (Zachariah Frederick)",1827,en,E300
pg25700,1053,"The Greville Memoirs, Part 1 (of 3), Volume 1 (of 3)
A Journal of the Reigns of King George IV and King William IV","Greville, Charles",1794,en,DA
pg25701,931,"Royal Edinburgh: Her Saints, Kings, Prophets and Poets","Oliphant, Mrs. (Margaret)",1828,en,DA
pg25702,535,The Kingdom Round the Corner: A Novel,"Dawson, Coningsby",1883,en,PS
pg25708,309,"The Hero of Ticonderoga
or Ethan Allen and his Green Mountain Boys","De Morgan, John",1848,en,PZ
pg25709,643,"A Practical View of the Prevailing Religious System of Professed Christians, in the Middle and Higher Classes in this Country, Contrasted with Real Christianity.","Wilberforce, William",1759,en,BR
pg2570,213,Two Men of Sandy Bar: A Drama,"Harte, Bret",1836,en,PS
pg25710,371,Last Words: A Final Collection of Stories,"Ewing, Juliana Horatia Gatty",1841,en,PZ
pg25711,239,"Freedom in Science and Teaching.
from the German of Ernst Haeckel","Haeckel, Ernst",1834,en,QH LA
pg25714,31,"Mother Hubbard, Her Picture Book,
Containing Mother Hubbard, The Three Bears, & The Absurd A, B, C.","Crane, Walter",1845,en,PZ
pg25717,87,"The History Of The Decline And Fall Of The Roman Empire
Table of Contents with links in the HTML file to the two
Project Gutenberg editions (12 volumes)","Gibbon, Edward",1737,en,DG
pg25718,390,The Watchers of the Trails: A Book of Animal Life,"Roberts, Charles G. D., Sir",1860,en,QL
pg25719,656,"The Privateer's-Man, One hundred Years Ago","Marryat, Frederick",1792,en,PR
pg2571,110,Peace,Aristophanes,-450,en,PA
pg25728,543,"Desert Conquest; or, Precious Waters","Chisholm, A. M. (Arthur Murray)",1872,en,PS
pg25729,187,Travel Tales in the Promised Land (Palestine),"May, Karl",1842,en,DS
pg2572,31,On the Decay of the Art of Lying,"Twain, Mark",1835,en,PS
pg25732,188,The Faust-Legend and Goethe's 'Faust',"Cotterill, H. B. (Henry Bernard)",1846,en,PT
pg25733,30,Tam O'Shanter,"Burns, Robert",1759,en,PR
pg2573,615,The Caged Lion,"Yonge, Charlotte M. (Charlotte Mary)",1823,en,PR
pg25749,244,"A Tall Ship
On Other Naval Occasions",Bartimeus,1886,en,PZ PR
pg25754,404,The Range Boss,"Seltzer, Charles Alden",1875,en,PS
pg25758,762,"A German Pompadour
Being the Extraordinary History of Wilhelmine van Grävenitz, Landhofmeisterin of Wirtemberg","Hay, Marie, Hon. (Agnes Blanche Marie)",1873,en,DD
pg25759,503,"Lives of the Most Eminent Painters Sculptors and Architects, Vol. 02 (of 10)
Berna to Michelozzo Michelozzi","Vasari, Giorgio",1511,en,N
pg25760,545,The Comedienne,"Reymont, Władysław Stanisław",1867,en,PG
pg25761,519,St. Bernard of Clairvaux's Life of St. Malachy of Armagh,"Bernard, of Clairvaux, Saint",1090,en,BR
pg25763,201,'Murphy': A Message to Dog Lovers,"Gambier-Parry, Ernest",1853,en,QL
pg25764,197,Reminiscences of Two Years in the United States Navy,"Batten, John M. (John Mullin)",1837,en,E456
pg25765,262,A Dixie School Girl,"Jackson, Gabrielle E. (Gabrielle Emilie)",1861,en,PZ
pg2576,419,Alps and Sanctuaries of Piedmont and the Canton Ticino,"Butler, Samuel",1835,en,DG
pg25770,242,The Dragon's Secret,"Seaman, Augusta Huiell",1879,en,PZ
pg25771,388,A Nobleman's Nest,"Turgenev, Ivan Sergeevich",1818,en,PZ PG
pg25772,327,Little Lost Sister,"Brooks, Virginia",1886,en,PS
pg25774,497,The Rapids,"Sullivan, Alan",1868,en,PS F1001
pg25776,235,This Crowded Earth,"Bloch, Robert",1917,en,PS
pg25778,362,Polly's Business Venture,"Roy, Lillian Elizabeth",1868,en,PZ
pg25779,399,'Drag' Harlan,"Seltzer, Charles Alden",1875,en,PS
pg2577,1126,The Ancient Regime,"Taine, Hippolyte",1828,en,DC
pg25780,395,The Fire People,"Cummings, Ray",1887,en,PS
pg25784,957,"Celebrated Travels and Travellers, Part 2.
The Great Navigators of the Eighteenth Century","Verne, Jules",1828,en,G
pg25785,289,The Proud Prince,"McCarthy, Justin H. (Justin Huntly)",1860,en,PR
pg25786,264,American Sketches,"Whibley, Charles",1859,en,E151
pg25787,281,"On the Edge of the Arctic; Or, An Aeroplane in Snowland","Sayler, H. L. (Harry Lincoln)",1863,en,PZ
pg25788,673,"The English Utilitarians, Volume 2 (of 3)
James Mill","Stephen, Leslie",1832,en,B
pg25789,427,Emily Brontë,"Robinson, A. Mary F. (Agnes Mary Frances)",1857,en,PR
pg2578,953,The French Revolution - Volume 1,"Taine, Hippolyte",1828,en,DC
pg25793,76,"Critical Miscellanies (Vol. 3 of 3)
Essay 6: Harriet Martineau","Morley, John",1838,en,PR CT
